ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,nivelEscalamiento,UserInfo,tiempoResolucion
10819,Rotura,08-08-2024,Cerrada,['552-86-1961'],['7886'],Bajo,"[['Alejo Vélez Folch', 'ovila@ayuso.es', '+34725024186']]",-1.0
10820,Vandalismo,12-02-2023,Abierta,['749-71-9266'],['10702'],Bajo,"[['Carlito Suarez Torre', 'violetarico@hotmail.com', '+34699865455']]",254.0
10821,Desgaste,30-08-2024,Abierta,['970-98-6479'],['1391'],Bajo,"[['Pastora Villegas Solsona', 'anastasia31@barcena-bayon.com', '+34702175907']]",-1.0
10822,Vandalismo,09-07-2024,Abierta,['902-07-6672'],['14717'],Bajo,"[['Ángela Cámara-arregui', 'ana-sofiapalomares@cid.org', '+34614167453']]",50.0
10823,Rotura,05-04-2024,Cerrada,['784-44-4381'],['5561'],Bajo,"[['Jaime Virgilio Mir Aramburu', 'sofianevado@yahoo.com', '+34738571856']]",11.0
10824,Rotura,09-05-2024,Abierta,['598-75-7031'],['12735'],Bajo,"[['Heraclio Vidal Cabrero', 'scid@hotmail.com', '+34711779280']]",24.0
10825,Desgaste,01-11-2023,Abierta,['980-70-7583'],['1403'],Bajo,"[['Hilda Córdoba Barroso', 'icampillo@yahoo.com', '+34712314544']]",269.0
10826,Rotura,14-08-2024,Cerrada,['065-70-4820'],['8093'],Bajo,"[['Modesto Sebastián Leiva', 'soraya65@aramburu-urena.com', '+34875561432']]",-1.0
10827,Rotura,28-10-2023,Cerrada,['268-04-9026'],"['6', '7509']",Bajo,"[['Estela Tudela Bru', 'tiburciogarrido@hotmail.com', '+34722177283']]",219.0
10828,Vandalismo,06-10-2024,Abierta,['269-88-6365'],['14616'],Bajo,"[['Estela Cortina Correa', 'emmaaroca@pallares.es', '+34694788342']]",-1.0
10829,Desgaste,11-09-2024,Cerrada,['816-64-5985'],['1236'],Bajo,"[['Benito Izquierdo Roman', 'joverarcelia@criado.com', '+34711343182']]",-1.0
10830,Mal funcionamiento,21-03-2024,Cerrada,['753-54-9380'],"['331', '9627']",Bajo,"[['Celestina Martínez', 'bautista56@carpio.com', '+34739114119']]",263.0
10831,Vandalismo,21-08-2024,Abierta,['831-43-5009'],['3435'],Bajo,"[['Jenny Catalá', 'cespedescatalina@corral.es', '+34640724263']]",-1.0
10832,Vandalismo,24-01-2024,Cerrada,['856-02-7412'],['2153'],Bajo,"[['Irma Almazán', 'criadoisabela@gmail.com', '+34683508427']]",219.0
10833,Desgaste,09-10-2024,Abierta,['999-31-9294'],['12736'],Bajo,"[['Raúl De Fuentes', 'sleiva@dominguez.com', '+34737862948']]",-1.0
10834,Rotura,18-02-2024,Cerrada,['729-33-3701'],['9011'],Bajo,"[['Vilma Montserrat Salas', 'candela89@lobato-palomares.net', '+34743441720']]",8.0
10835,Rotura,25-06-2024,Abierta,['474-53-9896'],['7199'],Bajo,"[['Íngrid Aller Barrio', 'therrero@mendez-garate.com', '+34714109199']]",-1.0
10836,Mal funcionamiento,26-10-2023,Abierta,['991-24-8783'],['3624'],Bajo,"[['Pascual Gómez Armas', 'planavictor-manuel@yahoo.com', '+34727128610']]",46.0
10837,Vandalismo,25-05-2024,Abierta,['396-79-9109'],"['393', '2854']",Bajo,"[['Marino Blazquez-salinas', 'barbara31@galvan.com', '+34704127832']]",131.0
10838,Rotura,18-10-2023,Abierta,['141-88-7146'],['2109'],Bajo,"[['Heriberto Yáñez-castilla', 'modesta03@hotmail.com', '+34829972946']]",85.0
10839,Rotura,02-09-2024,Cerrada,['531-41-6475'],['9018'],Bajo,"[['Teobaldo Daza Báez', 'svazquez@gmail.com', '+34729381992']]",-1.0
10840,Rotura,11-11-2023,Cerrada,['187-93-2642'],"['5574', '6568']",Bajo,"[['Noelia Bernal-garcia', 'fajardomaricruz@yahoo.com', '+34733186774']]",134.0
10841,Rotura,30-03-2024,Cerrada,['693-97-3239'],['8436'],Bajo,"[['Valero Alegre Taboada', 'corneliogallo@villalba.es', '+34733741829']]",124.0
10842,Rotura,29-04-2024,Abierta,['799-25-8216'],['6930'],Bajo,"[['Gervasio Jaume-donaire', 'pastorsolano@gmail.com', '+34960659936']]",145.0
10843,Vandalismo,21-09-2024,Abierta,['898-07-8960'],['14167'],Bajo,"[['Sol Feliu', 'bernardita27@cifuentes.net', '+34617156727']]",-1.0
10844,Desgaste,11-07-2024,Abierta,['780-87-9048'],['10304'],Bajo,"[['Bárbara Diego Herranz', 'esancho@perello.org', '+34953865927']]",58.0
10845,Mal funcionamiento,21-04-2024,Abierta,['463-54-6968'],['4447'],Bajo,"[['Alicia Landa Hervia', 'esthervalenciano@blazquez.es', '+34813207112']]",4.0
10846,Mal funcionamiento,05-03-2024,Abierta,['830-42-1568'],['4829'],Bajo,"[['Tomasa Cintia Montesinos Sarabia', 'alegremaximino@yahoo.com', '+34702678978']]",-1.0
10847,Vandalismo,11-10-2024,Abierta,['967-81-0735'],['6197'],Bajo,"[['Prudencio Gallart', 'quirinoroma@yahoo.com', '+34605743058']]",-1.0
10848,Rotura,02-04-2024,Abierta,['619-05-2750'],['13607'],Bajo,"[['Chucho Fuente Berenguer', 'dionisia21@gallardo.es', '+34895716906']]",-1.0
10849,Vandalismo,09-08-2024,Cerrada,['425-76-4839'],"['11769', '13435']",Bajo,"[['Ernesto Galán', 'urbano03@gmail.com', '+34800263780']]",-1.0
10850,Mal funcionamiento,17-02-2024,Abierta,['752-12-9387'],['4534'],Bajo,"[['Teodora Cabezas Abellán', 'dionisia35@cabanillas.net', '+34713809891']]",184.0
10851,Vandalismo,20-07-2024,Cerrada,['543-57-3389'],"['2447', '13746']",Bajo,"[['Cándida Consuela Canales Mesa', 'psegarra@hotmail.com', '+34732275439']]",23.0
10852,Rotura,03-02-2024,Cerrada,['362-42-8620'],['9184'],Bajo,"[['Marisol Saavedra López', 'kjauregui@antunez.org', '+34740547542']]",-1.0
10853,Mal funcionamiento,21-02-2024,Cerrada,['648-21-5570'],['11806'],Bajo,"[['Jaime Castañeda-ocaña', 'cmanjon@aguirre-iglesias.es', '+34691907968']]",-1.0
10854,Vandalismo,07-09-2024,Abierta,['844-99-1072'],['5836'],Bajo,"[['Ceferino Cirino Rosa Villegas', 'chuy07@yahoo.com', '+34714455269']]",-1.0
10855,Desgaste,23-07-2024,Cerrada,['159-24-8887'],['8898'],Bajo,"[['Juan Pablo Del Tormo', 'qpiquer@francisco.es', '+34893232214']]",-1.0
10856,Desgaste,13-05-2024,Cerrada,['816-98-9143'],['10482'],Bajo,"[['Silvestre Vaquero Gracia', 'eloisa60@yahoo.com', '+34748418117']]",-1.0
10857,Mal funcionamiento,22-02-2024,Cerrada,['741-71-7577'],"['1044', '3277', '10494', '13144']",Bajo,"[['Emilia Fernández Cerdán', 'yrossello@yahoo.com', '+34728906647']]",184.0
10858,Desgaste,02-12-2023,Abierta,['396-68-3546'],['4531'],Bajo,"[['Fabián Bilbao Espada', 'primitivo15@yahoo.com', '+34950084978']]",142.0
10859,Mal funcionamiento,12-12-2023,Abierta,['398-39-1776'],['14065'],Bajo,"[['Ramona Lluch', 'ripollgilberto@valle.com', '+34701025543']]",95.0
10860,Rotura,15-05-2024,Abierta,['564-49-2033'],"['374', '10352']",Bajo,"[['Jose Miguel Pomares Aller', 'alfonso45@rosado.net', '+34719974764']]",32.0
10861,Rotura,01-06-2024,Cerrada,['219-25-5741'],"['3508', '8892', '12574']",Bajo,"[['Raúl Armengol-escrivá', 'armida52@espanol.net', '+34729508851']]",-1.0
10862,Desgaste,27-10-2023,Abierta,['004-68-5916'],['10720'],Bajo,"[['Magdalena Páez-sainz', 'uhierro@hotmail.com', '+34899378745']]",272.0
10863,Mal funcionamiento,30-01-2024,Abierta,['141-94-3256'],['5699'],Bajo,"[['María Del Carmen Del Huerta', 'mgodoy@solano.es', '+34981068419']]",21.0
10864,Mal funcionamiento,16-03-2024,Abierta,['926-68-0103'],['1973'],Bajo,"[['Víctor Uría Sáez', 'juansobrino@vallejo.com', '+34940209689']]",-1.0
10865,Vandalismo,14-12-2023,Abierta,['012-81-2424'],"['2309', '14549']",Bajo,"[['Wilfredo Soler Alcázar', 'paredessandra@rosa.es', '+34711097570']]",275.0
10866,Vandalismo,01-03-2024,Abierta,['100-31-2334'],['2244'],Bajo,"[['Candelas Barral Aparicio', 'oliveclotilde@donaire.com', '+34702583187']]",90.0
10867,Vandalismo,22-04-2024,Abierta,['229-57-1813'],['14465'],Bajo,"[['Hortensia Valentín Calderón', 'angelespena@amigo-ortuno.es', '+34715145216']]",1.0
10868,Mal funcionamiento,10-09-2024,Cerrada,['736-11-6466'],['7348'],Bajo,"[['Rocío De Acosta', 'matildegallego@gmail.com', '+34822383274']]",-1.0
10869,Desgaste,02-12-2024,Cerrada,['747-87-6780'],"['3891', '5245']",Bajo,"[['Valentín Castilla Espada', 'garzonnilo@hotmail.com', '+34727348674']]",-1.0
10870,Rotura,14-09-2024,Abierta,['322-29-7879'],['11703'],Bajo,"[['Juan Antonio Danilo Jordá Ribera', 'faustino45@gmail.com', '+34968244744']]",-1.0
10871,Mal funcionamiento,15-04-2024,Abierta,['087-98-8411'],"['8072', '10843', '14735']",Bajo,"[['Marianela Mármol-iniesta', 'hpazos@gmail.com', '+34837769150']]",162.0
10872,Rotura,12-08-2024,Cerrada,['733-68-6138'],['2978'],Bajo,"[['Anselma Del Villar', 'sabina23@yahoo.com', '+34943735812']]",-1.0
10873,Rotura,06-03-2024,Abierta,['509-03-4626'],"['12551', '14416']",Bajo,"[['Vicenta Casado Castellanos', 'dsosa@hoz-tamayo.es', '+34935298554']]",188.0
10874,Mal funcionamiento,03-01-2024,Abierta,['880-22-4646'],['3590'],Bajo,"[['Geraldo Armengol Feijoo', 'maszoraida@agusti.net', '+34728996609']]",217.0
10875,Rotura,26-05-2024,Cerrada,['415-73-5204'],['11829'],Bajo,"[['Leyre Lilia Cobos Aragonés', 'znunez@cervera.es', '+34602161103']]",-1.0
10876,Mal funcionamiento,22-10-2023,Abierta,['377-95-1271'],['8425'],Bajo,"[['Maricela Nilda Isern Ortega', 'qperalta@gmail.com', '+34710551354']]",311.0
10877,Mal funcionamiento,16-05-2024,Abierta,['153-32-2560'],['8126'],Bajo,"[['Augusto Casas Alonso', 'rafaelagonzalez@gmail.com', '+34731271008']]",-1.0
10878,Vandalismo,10-06-2024,Cerrada,['463-07-6119'],['14542'],Bajo,"[['Rico Corbacho Angulo', 'dalila62@yahoo.com', '+34896157200']]",-1.0
10879,Desgaste,27-08-2024,Cerrada,['203-06-8944'],['1636'],Bajo,"[['Ariel Sales-ordóñez', 'julianadriana@yahoo.com', '+34715694027']]",-1.0
10880,Vandalismo,17-12-2023,Abierta,['294-16-8118'],['6069'],Bajo,"[['Nicodemo Giralt', 'hrosales@yahoo.com', '+34723067368']]",230.0
10881,Rotura,30-09-2024,Cerrada,['887-52-7412'],['6372'],Bajo,"[['Darío Ariza-blanca', 'edu33@yahoo.com', '+34601685498']]",-1.0
10882,Rotura,11-09-2024,Cerrada,['437-15-4601'],['358'],Bajo,"[['Florentina Navarrete Chacón', 'kayllon@pedro.net', '+34746456834']]",-1.0
10883,Rotura,01-01-2024,Cerrada,['720-14-1520'],['11852'],Bajo,"[['Lucio Gutierrez', 'noabayon@gmail.com', '+34704301610']]",174.0
10884,Vandalismo,27-05-2024,Cerrada,['557-49-2268'],"['12943', '14346']",Bajo,"[['Félix Canals Pintor', 'teresamartorell@hotmail.com', '+34921350393']]",-1.0
10885,Desgaste,01-01-2024,Cerrada,['565-27-9676'],['10431'],Bajo,"[['Blanca Garcés Correa', 'benita62@pavon.com', '+34726315934']]",-1.0
10886,Vandalismo,10-11-2023,Cerrada,['570-88-2907'],['3899'],Bajo,"[['Marcos Pera Planas', 'teofiloportillo@yahoo.com', '+34733362896']]",92.0
10887,Vandalismo,12-04-2024,Abierta,['849-09-8804'],['12679'],Bajo,"[['Benigna Del Llamas', 'htur@yahoo.com', '+34847736141']]",-1.0
10888,Mal funcionamiento,03-12-2023,Cerrada,['765-78-8768'],['11293'],Bajo,"[['Ibán Recio Bayón', 'florencio78@gmail.com', '+34729149554']]",-1.0
10889,Rotura,10-03-2024,Abierta,['056-81-1793'],['9399'],Bajo,"[['Aureliano Valverde Tena', 'nhernandez@gmail.com', '+34749594476']]",11.0
10890,Mal funcionamiento,24-04-2024,Abierta,['527-39-8523'],['7800'],Bajo,"[['Rosenda Busquets Uribe', 'pilar30@yahoo.com', '+34732273608']]",-1.0
10891,Mal funcionamiento,29-03-2024,Cerrada,['419-53-3759'],"['820', '3453']",Bajo,"[['Soledad Del Román', 'yruiz@yahoo.com', '+34709724952']]",167.0
10892,Desgaste,17-09-2024,Cerrada,['812-30-8910'],['5022'],Bajo,"[['Tamara Barrios Puig', 'ypomares@gallardo-mariscal.net', '+34729006118']]",-1.0
10893,Mal funcionamiento,27-06-2024,Abierta,['282-05-2474'],"['8372', '9325']",Bajo,"[['Mar Gisbert Español', 'jaguilar@minguez.es', '+34640806598']]",75.0
10894,Vandalismo,24-08-2024,Abierta,['649-66-5108'],['11633'],Bajo,"[['Jenny Figuerola Bernal', 'alvaradomelchor@hotmail.com', '+34730972374']]",-1.0
10895,Mal funcionamiento,15-09-2024,Abierta,['094-47-2460'],['14125'],Bajo,"[['Ana Belén Montesinos Araujo', 'wballester@yahoo.com', '+34717819810']]",-1.0
10896,Desgaste,20-10-2023,Abierta,['336-56-1396'],['4784'],Bajo,"[['Maxi Mármol-mesa', 'eloy45@yahoo.com', '+34730815095']]",285.0
10897,Desgaste,21-03-2024,Abierta,['413-51-9652'],['11994'],Bajo,"[['Teófilo De Bustamante', 'nfiguerola@segui.es', '+34738791230']]",16.0
10898,Mal funcionamiento,08-04-2024,Cerrada,['115-75-2948'],['6496'],Bajo,"[['Eugenia Benavides Serra', 'mmarti@franco.com', '+34707839905']]",-1.0
10899,Desgaste,24-07-2024,Cerrada,['981-65-8527'],"['2198', '11261']",Bajo,"[['Jafet Toni Esteban Sala', 'eligia67@hotmail.com', '+34735741551']]",-1.0
10900,Desgaste,21-09-2024,Cerrada,['982-71-4085'],['5795'],Bajo,"[['Saturnina Perea Calleja', 'graciano01@monreal.com', '+34956668010']]",-1.0
10901,Vandalismo,19-01-2024,Abierta,['663-89-7441'],['5201'],Bajo,"[['Eva Flor Urrutia', 'albina02@adadia-simo.es', '+34947043355']]",256.0
10902,Desgaste,06-11-2023,Cerrada,['641-44-1867'],['9049'],Bajo,"[['Ruth Mínguez', 'jordi45@gmail.com', '+34956586495']]",100.0
10903,Rotura,13-06-2024,Cerrada,['134-29-4351'],['7589'],Bajo,"[['Marcelino Simó-zabaleta', 'jose-maria01@juan.es', '+34733502376']]",-1.0
10904,Rotura,06-06-2024,Abierta,['285-36-1423'],"['5925', '7231']",Bajo,"[['Rosalía Olmedo Fortuny', 'ycaparros@gmail.com', '+34869941704']]",13.0
10905,Desgaste,29-10-2023,Cerrada,['932-47-3916'],['226'],Bajo,"[['Pacífica Castells Chico', 'pastorgil@yahoo.com', '+34710144689']]",73.0
10906,Rotura,30-03-2024,Cerrada,['709-31-8921'],['8202'],Bajo,"[['Reyes Hoyos', 'ainara84@angel.com', '+34908130537']]",216.0
10907,Mal funcionamiento,14-11-2023,Abierta,['579-47-4933'],['9470'],Bajo,"[['Gregorio Quintana', 'eguzman@yahoo.com', '+34714457859']]",242.0
10908,Desgaste,31-08-2024,Abierta,['153-97-1509'],"['257', '10108']",Bajo,"[['Roberta De Guitart', 'fidela17@yahoo.com', '+34743794820']]",-1.0
10909,Desgaste,05-06-2024,Cerrada,['102-73-9942'],['13121'],Bajo,"[['Teodoro Del Batlle', 'mjuarez@morera.com', '+34820074032']]",2.0
10910,Vandalismo,20-05-2024,Cerrada,['554-93-1242'],['12399'],Bajo,"[['Adelia Palmira Sevillano Quero', 'dalmaudemetrio@hotmail.com', '+34853735157']]",-1.0
10911,Rotura,18-07-2024,Abierta,['748-64-5229'],['1803'],Bajo,"[['Ariel Natalia Barba Zamora', 'puigluis-angel@canellas-robledo.net', '+34953530578']]",-1.0
10912,Rotura,09-05-2024,Cerrada,['928-37-7412'],['11546'],Bajo,"[['Perla Padilla Nicolás', 'jovita47@marino-campoy.es', '+34722346482']]",72.0
10913,Rotura,20-10-2023,Abierta,['727-65-8178'],"['10776', '12743']",Bajo,"[['Calixto Perea Buendía', 'wcuesta@yahoo.com', '+34749569994']]",204.0
10914,Vandalismo,25-03-2024,Cerrada,['590-19-0760'],['2256'],Bajo,"[['Flavio Verdugo Quesada', 'wizaguirre@miranda.com', '+34710806011']]",137.0
10915,Rotura,09-08-2024,Abierta,['741-71-7577'],['14071'],Bajo,"[['Emilia Fernández Cerdán', 'yrossello@yahoo.com', '+34728906647']]",53.0
10916,Vandalismo,14-01-2024,Abierta,['543-11-3613'],['6061'],Bajo,"[['Custodio Salmerón Bernal', 'isidroluz@hotmail.com', '+34829715117']]",160.0
10917,Vandalismo,19-07-2024,Cerrada,['464-85-6057'],['2255'],Bajo,"[['Paulino Palomino Sola', 'lidiamadrid@borrell-puente.net', '+34706019683']]",20.0
10918,Rotura,13-02-2024,Cerrada,['772-76-9794'],['3090'],Bajo,"[['Carlos Del Puerta', 'anabeltran@abella.es', '+34739233866']]",65.0
10919,Rotura,25-12-2023,Abierta,['976-91-4650'],['13836'],Bajo,"[['Amor Pedro Cabello Salvà', 'pascuala94@yahoo.com', '+34851080157']]",142.0
10920,Vandalismo,20-03-2024,Abierta,['357-04-9783'],['10283'],Bajo,"[['Francisco Jose Anaya Arco', 'sebastian36@gmail.com', '+34727498592']]",141.0
10921,Mal funcionamiento,08-09-2024,Cerrada,['658-96-3082'],['14426'],Bajo,"[['Roberta Sastre Checa', 'claudiogomez@hotmail.com', '+34749431283']]",-1.0
10922,Mal funcionamiento,21-09-2024,Abierta,['580-98-3277'],['9879'],Bajo,"[['Zaida Montenegro Cabrera', 'suarezmanolo@ballesteros.org', '+34703971941']]",-1.0
10923,Desgaste,03-07-2024,Cerrada,['041-66-2086'],['10785'],Bajo,"[['Armando Amador Tamayo', 'simonelias@hotmail.com', '+34739541338']]",96.0
10924,Vandalismo,11-05-2024,Abierta,['602-52-6761'],['11873'],Bajo,"[['Ema Alcaraz Vallés', 'sanchezjovita@hotmail.com', '+34730492540']]",81.0
10925,Rotura,15-03-2024,Abierta,['205-67-1569'],['9172'],Bajo,"[['Luciano Ropero-capdevila', 'bsola@gmail.com', '+34976631353']]",23.0
10926,Rotura,29-08-2024,Abierta,['872-73-9614'],['2324'],Bajo,"[['Ángeles Vigil Santos', 'aurora24@villalba.net', '+34933141372']]",35.0
10927,Vandalismo,06-04-2024,Cerrada,['286-98-0021'],['8888'],Bajo,"[['Evaristo Pancho Rodríguez Barón', 'icorominas@crespo-salmeron.net', '+34707368025']]",-1.0
10928,Mal funcionamiento,13-04-2024,Cerrada,['436-63-7538'],['11189'],Bajo,"[['Andrés Garzón', 'jacintoherrero@figueroa.es', '+34902944635']]",-1.0
10929,Mal funcionamiento,16-02-2024,Abierta,['414-08-3149'],['1293'],Bajo,"[['Irene Atienza Leon', 'isaiaslledo@yahoo.com', '+34880556848']]",-1.0
10930,Mal funcionamiento,05-04-2024,Abierta,['155-13-8200'],"['6213', '10010']",Bajo,"[['Borja Quirós', 'anibalvalles@porcel.es', '+34707094814']]",161.0
10931,Vandalismo,31-10-2023,Abierta,['044-66-7982'],"['4187', '6176']",Bajo,"[['Elvira Barros', 'zaira30@yahoo.com', '+34725486656']]",199.0
10932,Vandalismo,22-09-2024,Abierta,['839-37-2687'],['2504'],Bajo,"[['Cosme Peñalver Romeu', 'aguirredani@yahoo.com', '+34701926188']]",-1.0
10933,Vandalismo,08-08-2024,Cerrada,['482-37-4477'],"['5412', '10572']",Bajo,"[['Luciana Elías-dalmau', 'jfranco@andreu.com', '+34712659892']]",-1.0
10934,Mal funcionamiento,04-11-2023,Abierta,['800-24-3767'],['7538'],Bajo,"[['Lupe Telmo Tovar Giralt', 'florenciogallart@egea.net', '+34727526480']]",114.0
10935,Desgaste,11-09-2023,Cerrada,['977-75-7712'],['8108'],Bajo,"[['Pilar Posada Molina', 'cmateos@escriva.org', '+34654736421']]",81.0
10936,Mal funcionamiento,11-06-2024,Cerrada,['060-85-1683'],['5393'],Bajo,"[['Rosalinda Echevarría', 'ncastaneda@sabater-viana.com', '+34900222901']]",45.0
10937,Desgaste,20-07-2024,Abierta,['172-51-8192'],['6939'],Bajo,"[['Alberto Castro-expósito', 'moises42@gmail.com', '+34715326070']]",19.0
10938,Desgaste,08-03-2024,Cerrada,['508-13-9847'],['6534'],Bajo,"[['Felicia Sanz Canet', 'ambar87@bustamante.org', '+34725079939']]",274.0
10939,Mal funcionamiento,21-12-2023,Cerrada,['169-60-3105'],"['2814', '14642']",Bajo,"[['Olimpia León Salcedo', 'ildefonsocarrera@heredia.org', '+34906597832']]",205.0
10940,Rotura,08-11-2023,Abierta,['989-03-9315'],['14443'],Bajo,"[['Lorenzo Infante Gimenez', 'candelavaquero@yahoo.com', '+34919766755']]",329.0
10941,Mal funcionamiento,02-07-2024,Abierta,['552-86-1961'],['1803'],Bajo,"[['Alejo Vélez Folch', 'ovila@ayuso.es', '+34725024186']]",-1.0
10942,Mal funcionamiento,13-10-2024,Abierta,['050-77-4079'],['10826'],Bajo,"[['Amílcar Miró Valderrama', 'guiomarmoles@gonzalo.es', '+34705858566']]",-1.0
10943,Vandalismo,17-02-2024,Cerrada,['050-17-7092'],['12529'],Bajo,"[['Che Segarra-maza', 'brovira@yahoo.com', '+34808846616']]",-1.0
10944,Rotura,09-02-2024,Cerrada,['513-25-2401'],['9668'],Bajo,"[['Gregorio De Gallardo', 'isaias37@gmail.com', '+34685232003']]",146.0
10945,Desgaste,28-01-2024,Abierta,['752-76-1452'],['9447'],Bajo,"[['Aurora Diéguez Castelló', 'luisina07@gmail.com', '+34896721762']]",69.0
10946,Mal funcionamiento,25-10-2023,Cerrada,['627-92-3099'],['8164'],Bajo,"[['Salvador Noguera Carbó', 'vallecamila@gmail.com', '+34882399649']]",96.0
10947,Vandalismo,16-11-2023,Abierta,['808-08-6800'],['10183'],Bajo,"[['Encarnacion Álvarez Maldonado', 'nicanor76@naranjo.net', '+34712553962']]",36.0
10948,Rotura,19-12-2023,Abierta,['394-25-4920'],['6582'],Bajo,"[['Lucila Amparo Villalobos Valentín', 'seve47@hotmail.com', '+34742525320']]",65.0
10949,Vandalismo,05-03-2024,Abierta,['332-38-9018'],['1494'],Bajo,"[['Beatriz Comas', 'larreaanabel@gmail.com', '+34722315390']]",-1.0
10950,Vandalismo,11-03-2024,Cerrada,['615-00-8253'],['12703'],Bajo,"[['Leonor Murillo Escobar', 'valcarcelaugusto@yahoo.com', '+34876033965']]",-1.0
10951,Mal funcionamiento,19-07-2024,Abierta,['557-86-8101'],['9083'],Bajo,"[['Emperatriz Del Camino', 'ponceildefonso@gmail.com', '+34802015398']]",-1.0
10952,Desgaste,17-02-2024,Abierta,['670-34-8511'],['10441'],Bajo,"[['Candelario Juan Francisco Mínguez Aguilar', 'riberabenita@yahoo.com', '+34920564191']]",-1.0
10953,Desgaste,17-04-2024,Abierta,['492-08-1065'],['4236'],Bajo,"[['Ruth Bustos Trujillo', 'edmundodelgado@montoya.com', '+34734061821']]",-1.0
10954,Rotura,11-03-2024,Cerrada,['160-64-1271'],['1539'],Bajo,"[['Cruz Aliaga Plana', 'merchenavarrete@gmail.com', '+34746582472']]",9.0
10955,Rotura,15-07-2024,Cerrada,['060-40-2478'],['7104'],Bajo,"[['Petrona Olmedo Niño', 'borjafajardo@gmail.com', '+34702014241']]",70.0
10956,Desgaste,23-01-2024,Cerrada,['500-46-2203'],['5863'],Bajo,"[['Regina Charo Carbajo Bermejo', 'joaquin49@osorio-perea.com', '+34802320000']]",25.0
10957,Mal funcionamiento,04-05-2024,Cerrada,['457-40-7037'],"['561', '9347']",Bajo,"[['Artemio Poza Meléndez', 'nydia37@batlle.com', '+34647005184']]",-1.0
10958,Rotura,28-08-2024,Abierta,['096-28-3539'],"['8704', '14929']",Bajo,"[['Benita Tejero Villena', 'marcelinobonet@osuna-peralta.es', '+34737909034']]",-1.0
10959,Vandalismo,24-04-2024,Cerrada,['178-40-6600'],"['6764', '9871']",Bajo,"[['Gabriel Requena Anguita', 'elpidiomorillo@hotmail.com', '+34713427498']]",-1.0
10960,Vandalismo,29-01-2024,Abierta,['226-97-8091'],['3300'],Bajo,"[['Alejandro Valencia Hierro', 'fannyalvarado@gmail.com', '+34749480118']]",-1.0
10961,Rotura,06-02-2024,Abierta,['341-17-8059'],['2104'],Bajo,"[['Cesar Martí Bautista', 'bernardo76@gmail.com', '+34722000562']]",-1.0
10962,Vandalismo,15-06-2024,Abierta,['064-21-4027'],['6003'],Bajo,"[['Juan Antonio Noguera Valcárcel', 'teresitasevilla@barco.net', '+34729401737']]",-1.0
10963,Mal funcionamiento,02-04-2024,Cerrada,['135-16-4875'],['3725'],Bajo,"[['Nuria Reguera Tapia', 'riverapili@acuna.com', '+34964043583']]",56.0
10964,Desgaste,08-06-2024,Abierta,['573-08-5455'],['5196'],Bajo,"[['Marcial Edmundo Alcántara Martin', 'zespanol@yahoo.com', '+34905393535']]",-1.0
10965,Vandalismo,07-11-2023,Cerrada,['865-44-6450'],"['7992', '13302']",Bajo,"[['Eligia Luisa Simó Silva', 'yalegre@hotmail.com', '+34932591249']]",299.0
10966,Rotura,29-03-2024,Abierta,['582-66-1185'],['5008'],Bajo,"[['Román Baños Aller', 'yagoneira@mayoral.com', '+34707510417']]",-1.0
